"grant_number","SEP","court_cases"
"3529919",1,0
"108631841",0,0
"6061333",1,0
"E285642",0,0
"9141401",1,0
"69405405",1,0
"183933",0,0
"20160292572",1,0
"3816765",0,0
"2731309",1,0
"3244620",0,0
"3022941",0,0
"20190105619",0,0
"1998019484",0,0
"20100035604",0,0
"2641952",1,0
"2019150786",0,0
"3156866",1,0
"H04222187",0,0
"7016837",1,0
"20100284444",0,0
"3485679",0,0
"101385258",1,0
"10050478",0,0
"103906003",1,0
"4268525",1,0
"105027611",1,0
"101528836",1,0
"1163373",0,0
"1250515",1,0
"111615118",1,0
"20070164609",1,0
"I582612",1,0
"20140067133",1,0
"2451231",0,0
"2000156641",0,0
"1868396",1,0
"3111560",1,0
"1981300",1,0
"602004023369",0,0
"8287191",1,0
"19827913",1,0
"20120265847",1,0
"11070597",0,0
"11528359",1,0
"3723447",1,0
"2234710",1,0
"2011523733",1,0
"7698898",1,0
"107808007",1,0
"10202011641R",1,0
"20200049748",1,0
"3445081",1,0
"2013117971",1,0
"20200228478",0,0
"2323329",1,0
"20110205927",0,0
"2009094646",0,0
"20070266395",1,0
"2016529581",1,0
"111435394",1,0
"8582657",0,0
"3897040",1,0
"7313546",1,0
"1221859",1,0
"2017162479",1,0
"2008073637",1,0
"20150237480",1,0
"1414279",1,0
"20130217408",1,0
"20150381633",0,0
"1271898",0,0
"2798789",1,0
"103957155",1,0
"2016164095",1,0
"2003017556",0,0
"2008143566",1,0
"4497804",1,0
"101897128",1,0
"2013038491",1,0
"2952031",1,0
"2799068",0,0
"6930982",0,0
"111294791",1,0
"7070736",1,0
"337344",1,0
"3691180",1,0
"2250284",1,0
"100557135",0,0
"1248832",1,0
"6685004",1,0
"3878071",1,0
"1643431",1,0
"114641813",0,0
"3317881",1,0
"20100248699",1,0
"103348762",1,0
"20080281943",1,0
"1150476",0,0
"7953986",0,0
"60007724",1,0
"20120068810",1,0
"2018030934",0,0
"WO2011021277",1,0
"20180013487",1,0
"3466162",1,0
"102214083",0,0
"60104430",0,0
"100423116",0,0
"3642753",0,0
"1430386",0,0
"9166862",1,0
"2741466",1,0
"3547632",0,0
"7715385",1,0
"2017093784",1,0
"104703124",0,0
"101223754",0,0
"1658606",0,0
"2003235171",1,0
"20090170499",1,0
"7672311",1,0
"20100165885",1,0
"20140119438",1,0
"10747274",1,0
"108605220",1,0
"109584879",0,0
"8621543",1,0
"10469543",1,0
"20070177848",0,0
"2267755",0,0
"201235848",0,0
"2004015443",0,0
"5788979",1,0
"8904043",1,0
"1130919",1,0
"7703144",1,0
"0991240",1,0
"2001024399",1,0
"20190347925",0,0
"1397878",1,0
"1878278",1,0
"69941283",0,0
"101520397",0,0
"11763019",1,0
"107054367",1,0
"102057613",1,0
"20020104007",0,0
"20160189165",1,0
"6744812",0,0
"20150177936",1,0
"0040249",0,0
"7649841",1,0
"3122023",0,0
"20090222706",0,0
"10764348",0,0
"101413461",1,0
"2282333",1,0
"3272022",1,0
"2856733",1,0
"3319381",0,0
"2442985",1,0
"1665039",0,0
"PA02000370",1,0
"20190387420",0,0
"20150022902",1,0
"20030149560",1,0
"20120170740",0,0
"2008154955",1,0
"1916786",1,0
"20180042929",1,0
"E415022",0,0
"3320284",1,0
"101433010",1,0
"3062878",1,0
"20040248598",0,0
"20140004903",1,0
"2005300283",1,0
"9615277",0,0
"20120133828",0,0
"2007338514",1,0
"3876493",0,0
"1754204",0,0
"101001426",0,0
"2000077670",1,0
"20160007091",1,0
"2448156",1,0
"101594620",1,0
"10201803256Q",0,0
"0843828",0,0
"1623411",1,0
"2062776",1,0
"20150059007",1,0
"1883990",1,0
"10412175",0,0
"111835469",0,0
"2549104",0,0
"2006340396",1,0
"9959253",0,0
"2020227863",1,0
"10764315",0,0
"20160224685",0,0
"5962261",1,0
"1537684",1,0
"200507969",0,0
"2016045704",1,0
"1037463",1,0
"2980718",1,0
"20190229891",1,0
"20050232133",1,0
"602004008035",1,0
"6752916",0,0
"0817683",1,0
"20170070477",1,0
"20150350817",0,0
"20200221474",1,0
"100224837",0,0
"2000035208",0,0
"20020046268",1,0
"100605216",1,0
"2017200941",1,0
"2011341893",1,0
"2881872",1,0
"2020048379",1,0
"I592038",0,0
"0259053",1,0
"104092513",1,0
"69218771",0,0
"20160140069",1,0
"10956733",1,0
"20070110184",1,0
"20130237217",1,0
"I681294",1,0
"2012003043",0,0
"3210352",1,0
"10085329",1,0
"102379116",0,0
"6972891",0,0
"20090216841",1,0
"69532180",0,0
"1898877",1,0
"2004069696",0,0
"110348923",1,0
"20100287594",1,0
"6526225",1,0
"101535949",1,0
"2929474",0,0
"20100037251",0,0
"102299783",0,0
"20190215586",0,0
"0394051",0,0
"3864904",0,0
"7508257",0,0
"H098609",0,0
"105531709",1,0
"68292",0,0
"11265876",0,0
"20050113362",0,0
"2019153155",1,0
"4409940",0,0
"3462448",0,0
"20190164365",0,0
"7895360",1,0
"102131070",1,0
"2579391",1,0
"20150381474",0,0
"109644458",1,0
"20080007633",0,0
"2238169",1,0
"3599581",1,0
"3486823",1,0
"2940964",0,0
"10687219",0,0
"1698339",0,0
"3837023",1,0
"20080019285",0,0
"9143197",0,0
"101079326",1,0
"20020199203",1,0
"1443380",1,0
"2002366817",1,0
"20120262336",1,0
"1997016915",1,0
"3304842",0,0
"2013258787",1,0
"102353656",0,0
"2019523862",0,0
"1719359",0,0
"2629453",1,0
"I712046",1,0
"2013092391",0,0
"20150222558",0,0
"20160356857",1,0
"10614376",0,0
"20030207674",1,0
"1874382",0,0
"109641636",1,0
"I635096",1,0
"2020118322",1,0
"4178291",0,0
"6785243",1,0
"0905976",1,0
"20140111429",1,0
"WO2006041164",1,0
"2009039376",1,0
"20080144528",1,0
"69020306",0,0
"2009137370",0,0
"8548409",1,0
"2009145848",0,0
"2018050336",1,0
"2010045380",1,0
"20050243799",1,0
"2009200973",0,0
"3206408",1,0
"2018530235",1,0
"2891270",0,0
"11765253",1,0
"10893026",0,0
"100961465",1,0
"6492006",0,0
"884939",0,0
"0655696",0,0
"2875659",1,0
"2007129524",0,0
"60217637",0,0
"114424504",1,0
"H0761038",1,0
"10935583",1,0
"20190158219",0,0
"7272718",1,0
"8335180",0,0
"2007144504",0,0
"2008071189",0,0
"10172133",1,0
"8306540",1,0
"2005532762",1,0
"8004396",0,0
"20150120840",0,0
"2946040",1,0
"101741940",0,0
"102166741",1,0
"9613095",0,0
"2095614",1,0
"20140351337",0,0
"6271710",1,0
"0179402",1,0
"103650132",0,0
"10742496",0,0
"20180276980",0,0
"20180273039",1,0
"20160112902",0,0
"111316353",0,0
"3613429",0,0
"2425358",0,0
"5337190",0,0
"20200099520",1,0
"7391409",0,0
"20210344944",1,0
"2005036359",0,0
"20040039651",1,0
"202042533",1,0
"106059828",1,0
"2001026311",0,0
"4246931",1,0
"10104075",0,0
"20130086143",0,0
"107039350",1,0
"2018078589",0,0
"2013061296",1,0
"2010523048",1,0
"10645616",1,0
"60003950",0,0
"20150074769",1,0
"20200187144",1,0
"2005138513",0,0
"1171967",0,0
"20020091799",1,0
"20090102375",1,0
"2015103235",0,0
"P20201709",1,0
"1610500",0,0
"20220046897",1,0
"2901727",0,0
"8451953",1,0
"109120664",1,0
"2689194",0,0
"6067619",0,0
"8990574",0,0
"2007011358",1,0
"5774506",1,0
"20180125455",1,0
"2012169776",1,0
"2239990",0,0
"1052814",1,0
"0516621",1,0
"1894390",0,0
"2475172",1,0
"9892634",0,0
"7450495",1,0
"20160255118",0,0
"102472775",1,0
"2407667",0,0
"H10271546",1,0
"109791591",1,0
"2015531216",1,0
"3100182",0,0
"20050012804",1,0
"4944204",1,0
"69932430",0,0
"119712",1,0
"20120151570",1,0
"9753458",1,0
"2863621",0,0
"20004827",1,0
"2019101209",1,0
"1955149",1,0
"2247720",0,0
"PI0415262",1,0
"2692551",1,0
"3433831",0,0
"20170366250",1,0
"5864176",1,0
"9536245",0,0
"20160142514",0,0
"1604560",0,0
"0977396",0,0
"20210152942",1,0
"2020215273",1,0
"2526624",1,0
"10986140",1,0
"2941003",0,0
"201906846",1,0
"2539721",0,0
"102869047",1,0
"2239855",0,0
"2010028776",0,0
"2011132898",1,0
"201101900",1,0
"20170184559",0,0
"20190261328",0,0
"272331",1,0
"20170047195",1,0
"8385962",1,0
"114788276",1,0
"1732655",0,0
"20120064837",1,0
"2378689",1,0
"20100117656",0,0
"10123298",0,0
"10048959",0,0
"20050229251",1,0
"3528574",0,0
"20070120109",0,0
"11297634",1,0
"112018016230",1,0
"3935565",1,0
"20040107047",1,0
"4913799",0,0
"2558295",1,0
"2018019263",1,0
"8082156",1,0
"20070121659",1,0
"2563074",1,0
"2697483",1,0
"719803",1,0
"20230051065",1,0
"11075832",0,0
"3837866",0,0
"1319280",0,0
"2006098873",1,0
"101871722",0,0
"2013521723",0,0
"8963837",1,0
"2805541",1,0
"20070155356",1,0
"20220343547",0,0
"101048966",0,0
"2017200782",1,0
"112004000304",1,0
"2021070290",0,0
"759231",1,0
"20030097466",0,0
"1374610",1,0
"20020012360",0,0
"200908625",1,0
"20090192937",1,0
"20060050715",1,0
"1441474",1,0
"2436141",1,0
"20110181469",0,0
"2007512735",1,0
"2000059135",0,0
"2018020275",0,0
"20040204941",1,0
"2599314",0,0
"9575525",1,0
"101430599",1,0
"3965505",1,0
"1356677",1,0
"3285187",0,0
"144412",0,0
"2760309",1,0
"980010810",0,0
"102036118",1,0
"20050141606",1,0
"2015014397",0,0
"20030035336",1,0
"9830623",1,0
"8015249",0,0
"1571844",0,0
"2009069867",1,0
"20180302641",1,0
"2973469",0,0
"20060119506",1,0
"2011013165",0,0
"10642689",0,0
"2619903",1,0
"970060722",0,0
"1883179",1,0
"3329397",1,0
"20130070838",0,0
"102099974",1,0
"101128524",1,0
"1122676",0,0
"102545467",1,0
"9538025",0,0
"9959741",1,0
"736406",1,0
"201406096",1,0
"20080053009",1,0
"2011127793",1,0
"9215053",0,0
"2006008305",1,0
"6931242",0,0
"1254536",1,0
"20080052259",0,0
"2003207363",1,0
"20210092471",1,0
"3160192",1,0
"3654607",1,0
"10142304",1,0
"2856733",1,0
"2018069043",1,0
"20010040956",0,0
"2004317109",0,0
"20150142928",0,0
"2018512103",1,0
"20180239826",0,0
"20110178808",0,0
"60317243",1,0
"1705907",0,0
"113810691",1,0
"20110068027",0,0
"5412418",1,0
"E357921",0,0
"2012009751",1,0
"107113200",1,0
"180203",1,0
"2011088766",1,0
"20050208942",1,0
"9655014",1,0
"0831457",0,0
"2480026",1,0
"114503574",0,0
"10380711",1,0
"20200084173",0,0
"3280178",1,0
"2004505500",1,0
"213379",1,0
"2002009780",1,0
"2009201888",1,0
"111357350",1,0
"6779409",1,0
"2009068086",1,0
"2010140806",1,0
"20100274871",1,0
"20200228835",1,0
"20120173699",1,0
"2007057728",0,0
"20130315493",1,0
"2152030",0,0
"2015039096",1,0
"20160105383",1,0
"9350814",1,0
"10911597",1,0
"2854354",1,0
"2006144284",1,0
"105850071",1,0
"2000072522",1,0
"60224753",1,0
"10050993",0,0
"6185203",1,0
"2003042783",0,0
"8351896",1,0
"20060072378",0,0
"20020176404",0,0
"281042",0,0
"WO2010137469",0,0
"20230283830",1,0
"20070258591",0,0
"2008003100",1,0
"20230254917",0,0
"20200174770",1,0
"E464749",1,0
"2173061",0,0
"3124327",1,0
"2795225",0,0
"11509577",1,0
"20130302132",0,0
"9537589",1,0
"11323852",1,0
"2009098189",1,0
"200931997",1,0
"109313625",1,0
"2003028344",1,0
"20210134036",0,0
"20090063851",0,0
"102015220297",1,0
"109313760",0,0
"2013189453",1,0
"20170094457",1,0
"2017199791",1,0
"2001271192",0,0
"2453369",1,0
"188162",1,0
"3927073",0,0
"2011108886",1,0
"101611597",0,0
"102437751",1,0
"20030123635",1,0
"11308724",1,0
"1321536",0,0
"20220263802",0,0
"2011097768",1,0
"2015170655",1,0
"20100011230",1,0
"1903747",1,0
"2011126134",0,0
"2015131486",1,0
"108028988",1,0
"100683298",0,0
"2018041631",0,0
"5812601",1,0
"20080134050",1,0
"3930727",0,0
"2009159541",0,0
"2010286846",1,0
"2228204",1,0
"1765108",1,0
"10852387",1,0
"2002216339",1,0
"2850731",0,0
"2002132987",1,0
"9749836",1,0
"3996438",0,0
"369408",1,0
"PI0612218",0,0
"I362848",1,0
"2206547",0,0
"20150084973",1,0
"2304897",1,0
"8782749",0,0
"20060262835",1,0
"20150207731",1,0
"3745607",0,0
"SN00010",0,0
"2014058221",0,0
"2006013844",1,0
"20190261362",1,0
"923518",1,0
"8706809",1,0
"3243283",0,0
"4594310",1,0
"9338253",1,0
"112469124",0,0
"2020007412",1,0
"1949557",1,0
"20110014897",1,0
"101333725",1,0
"2445163",1,0
"940000393",0,0
"11109190",1,0
"2001080518",0,0
"100727808",1,0
"100738360",1,0
"1326377",0,0
"9538531",1,0
"20070237234",1,0
"10554530",1,0
"201415848",1,0
"1999031661",1,0
"6473125",1,0
"20200280851",0,0
"2006124971",1,0
"201640855",1,0
"E320143",1,0
"10868437",1,0
"8503303",1,0
"69432960",0,0
"6694359",0,0
"0142004",0,0
"2016074627",1,0
"2017132099",0,0
"7907089",1,0
"11530769",0,0
"E252392",1,0
"20140214810",0,0
"20100094941",0,0
"2019001733",0,0
"2187680",0,0
"20170135051",0,0
"5603405",0,0
"2023203638",0,0
"20210282045",0,0
"104994914",1,0
"10564614",0,0
"10868611",0,0
"20030036883",1,0
"20020011458",1,0
"20090134945",1,0
"2341644",1,0
"20190320426",1,0
"20160197817",1,0
"6285696",0,0
"20050091209",1,0
"112655247",0,0
"5841985",0,0
"6669853",1,0
"3241396",0,0
"111183646",1,0
"20150036544",0,0
"2019155402",0,0
"101542623",0,0
"3342249",1,0
"103430543",0,0
"0116559",0,0
"1610299",1,0
"2883715",1,0
"20160366056",1,0
"3044783",0,0
"20220279488",1,0
"20190096431",1,0
"7325031",0,0
"0395402",0,0
"100656385",1,0
"2006071399",0,0
"1552168",1,0
"20180241871",1,0
"20170118655",1,0
"2022082624",1,0
"2001184888",1,0
"7138659",1,0
"20060063957",0,0
"20200337084",1,0
"60104373",0,0
"324825",1,0
"105683945",0,0
"101584184",1,0
"20100153499",0,0
"3075641",1,0
"101678657",0,0
"2001093458",1,0
"20200092276",1,0
"1114330",1,0
"20230284026",0,0
"200717131",1,0
"20190058105",0,0
"201830271",0,0
"20160316235",1,0
"20180013652",1,0
"9246580",1,0
"4595491",1,0
"109495",0,0
"109069682",1,0
"20190065010",1,0
"2004075422",1,0
"2672655",0,0
"20200125048",1,0
"2350681",1,0
"2010145351",0,0
"20180121990",1,0
"2015194877",1,0
"1798905",1,0
"20100088344",0,0
"2015109523",0,0
"910017305",0,0
"2005510173",1,0
"8693388",0,0
"8718017",1,0
"9210155",1,0
"102128800",1,0
"5869705",1,0
"3554076",1,0
"5561848",1,0
"20050097061",0,0
"2011234362",0,0
"11757185",1,0
"2017138722",1,0
"9867102",1,0
"2005105718",1,0
"2009090432",1,0
"20090290591",0,0
"4629075",1,0
"9854872",1,0
"20140256256",1,0
"3635965",1,0
"3222108",1,0
"20120131222",1,0
"2866731",1,0
"2991285",1,0
"20130083913",1,0
"2779512",1,0
"P20131178",1,0
"105794287",0,0
"2008048065",0,0
"11443104",1,0
"2341752",1,0
"20020143542",0,0
"1550281",1,0
"S62247436",1,0
"2008010113",1,0
"2510833",1,0
"20160067214",1,0
"2013953",1,0
"3683698",1,0
"2002049229",1,0
"3570545",1,0
"10146373",1,0
"2468169",1,0
"2938261",1,0
"11297459",1,0
"106464609",0,0
"102008025197",1,0
"103430465",1,0
"20020156841",1,0
"970260",1,0
"7373155",1,0
"20200028894",1,0
"S63188867",1,0
"2009101384",0,0
"20180087279",1,0
"3678392",0,0
"101543020",0,0
"103634035",0,0
"20060007665",1,0
"2015120774",1,0
"1997047486",0,0
"2018082309",0,0
"WO2020202792",1,0
"2510473",1,0
"10645721",0,0
"1235432",1,0
"3006514",1,0
"9582683",1,0
"20030139185",1,0
"H09294073",1,0
"8184611",1,0
"3369210",0,0
"112012005252",0,0
"20100214317",1,0
"8738729",1,0
"8849961",0,0
"6603001",1,0
"1503370",0,0
"10985885",1,0
"2004004202",0,0
"2016048092",0,0
"20110191509",1,0
"20100228996",0,0
"112015009246",1,0
"20180063311",0,0
"2010132141",1,0
"0245904",1,0
"6104756",0,0
"9143504",1,0
"6061496",1,0
"3271832",0,0
"WO2014155968",1,0
"20180058775",1,0
"8625475",1,0
"3472832",0,0
"201202167",1,0
"2400697",0,0
"109688348",0,0
"20210152620",1,0
"100711286",1,0
"1732244",0,0
"3488595",1,0
"0822831",0,0
"20140302866",1,0
"100466529",1,0
"10091633",1,0
"2003513291",1,0
"2308530",1,0
"100507956",1,0
"11086590",0,0
"20060206311",1,0
"2992446",1,0
"2327902",1,0
"2013090327",1,0
"2009063448",0,0
"H07303283",1,0
"105814846",0,0
"20140068062",1,0
"2499357",1,0
"20100110985",1,0
"2021099362",0,0
"0868823",1,0
"2019009228",1,0
"20170060547",1,0
"0961247",1,0
"118841",1,0
"8060101",1,0
"7814531",1,0
"1282265",1,0
"9787742",1,0
"0277952",1,0
"2316046",1,0
"11343518",1,0
"2449748",1,0
"8643536",0,0
"2772113",0,0
"2368450",0,0
"10652903",1,0
"102011014134",0,0
"2007521749",1,0
"1557060",1,0
"102475132",1,0
"I737045",1,0
"100800693",1,0
"1996035279",0,0
"2662874",1,0
"106663002",1,0
"2556549",1,0
"2019162675",1,0
"20070024752",1,0
"2003024146",1,0
"11055975",1,0
"20010045900",0,0
"111278021",1,0
"9326091",0,0
"20180048367",0,0
"10779350",0,0
"2605411",0,0
"1271562",0,0
"20180109560",0,0
"2016092549",0,0
"2020529789",1,0
"20210058367",1,0
"3120525",0,0
"2267631",1,0
"11461752",1,0
"2003259440",1,0
"9959503",1,0
"20070089127",1,0
"8139158",0,0
"199123",0,0
"2018013437",1,0
"H09160856",0,0
"20230142993",0,0
"101084640",1,0
"20130266094",1,0
"E454016",0,0
"20120124662",0,0
"103718625",0,0
"20070083657",0,0
"20060095755",0,0
"9560548",0,0
"8719583",0,0
"20060202132",1,0
"1819180",1,0
"20120039400",0,0
"2007033351",1,0
"2572431",1,0
"69825410",0,0
"0141240",1,0
"2296335",0,0
"5199448",1,0
"2402848",1,0
"3377216",1,0
"1389890",0,0
"2019094397",0,0
"10699493",1,0
"2536453",0,0
"8978080",1,0
"2568815",0,0
"2160862",1,0
"2000513160",1,0
"237186",1,0
"112016008817",0,0
"101714387",1,0
"5356227",0,0
"20170286432",1,0
"2021030206",0,0
"2517516",1,0
"2081304",1,0
"9088413",0,0
"9668186",1,0
"112013033574",0,0
"10616281",0,0
"1766980",1,0
"101141914",0,0
"6678822",1,0
"6321255",1,0
"100536467",0,0
"3042336",1,0
"3520335",1,0
"100739686",1,0
"20100039325",1,0
"9325814",1,0
"112018007913",0,0
"1200850",0,0
"201534160",1,0
"2001276832",1,0
"3813292",0,0
"2009533994",0,0
"2668783",0,0
"20050125352",0,0
"2004062144",0,0
"20130297734",1,0
"WO2017038509",1,0
"2011004761",0,0
"4328095",0,0
"1497998",1,0
"0521204",0,0
"20200112756",0,0
"20190281354",0,0
"3635950",1,0
"3149988",0,0
"20190281731",0,0
"2141733",1,0
"9185172",1,0
"2013137443",0,0
"20050080884",1,0
"2769487",0,0
"1250404",1,0
"7630352",1,0
"9306617",1,0
"20180227089",0,0
"2880861",0,0
"7180984",1,0
"20200357394",1,0
"6013920",1,0
"7063404",1,0
"10622951",0,0
"2022540660",1,0
"101100953",1,0
"2017167406",0,0
"E406747",0,0
"1981495",1,0
"20090016705",1,0
"2872963",0,0
"10467267",1,0
"11418823",1,0
"110235457",1,0
"5710629",1,0
"8064852",1,0
"20230262681",1,0
"2014202819",0,0
"20100136413",1,0
"2375898",0,0
"2023164972",0,0
"8504032",0,0
"105635824",1,0
"10966156",0,0
"20080084875",0,0
"6381002",0,0
"20030097452",1,0
"10893571",1,0
"20160157046",0,0
"3683309",1,0
"2701315",1,0
"6764978",0,0
"4029152",1,0
"9781682",1,0
"11503626",0,0
"20170032439",1,0
"2002525950",1,0
"20160198497",0,0
"20070107487",0,0
"1919011",1,0
"7689686",0,0
"2638768",1,0
"3672040",1,0
"8170700",1,0
"2272614",0,0
"6553121",1,0
"2007272933",1,0
"3376727",0,0
"4878230",0,0
"881341",1,0
"666190",0,0
"354593",0,0
"3482600",1,0
"609536",1,0
"2009041791",1,0
"WO2016163544",1,0
"20040152454",1,0
"2017016524",1,0
"3664393",1,0
"4399418",1,0
"2812209",0,0
"201740706",0,0
"2016071110",0,0
"20150256848",1,0
"10999831",0,0
"102437989",1,0
"2374855",0,0
"101174223",1,0
"2021066732",1,0
"10528012",1,0
"0974232",1,0
"5572799",0,0
"20050122938",1,0
"100537978",0,0
"7254415",1,0
"108293203",0,0
"2282599",1,0
"20150193689",0,0
"5619572",1,0
"376295",1,0
"20070192487",1,0
"20180027490",0,0
"I367676",1,0
"8913594",1,0
"20020099694",0,0
"107608462",0,0
"20080219161",0,0
"2235922",0,0
"103339664",0,0
"20060111825",1,0
"9949111",1,0
"2966921",1,0
"20100150092",0,0
"108447488",1,0
"5579880",1,0
"201610336",0,0
"201301902",1,0
"9307214",0,0
"2015137575",0,0
"2000069090",1,0
"105930073",1,0
"10289610",1,0
"2014182470",1,0
"8605871",0,0
"2013167162",1,0
"2005025881",1,0
"2521475",0,0
"2986127",1,0
"1235156",1,0
"2005078124",1,0
"20090172087",0,0
"10677931",0,0
"4779036",0,0
"2450782",1,0
"292476",1,0
"2013078909",0,0
"20200078079",0,0
"0725385",1,0
"2020068339",0,0
"20130076878",1,0
"2022009772",0,0
"184601",1,0
"102884827",1,0
"3528442",1,0
"1006675",0,0
"2016082443",0,0
"H05327582",0,0
"2007133034",1,0
"2560706",1,0
"20200304244",0,0
"7395349",1,0
"952167",1,0
"108351951",1,0
"9622078",0,0
"2400748",0,0
"20060277418",1,0
"2004029753",0,0
"103084",1,0
"20050012793",1,0
"2269347",0,0
"3042525",0,0
"2007075133",1,0
"1519528",1,0
"20190317860",1,0
"2755335",1,0
"5383797",1,0
"20170077295",1,0
"101309794",0,0
"20230299907",0,0
"2017535243",0,0
"201351125",1,0
"8701854",0,0
"20180234129",1,0
"7143130",1,0
"2015089655",1,0
"201114284",0,0
"20140172411",1,0
"0520199",1,0
"4233204",0,0
"20180102833",1,0
"2014140187",0,0
"018926",1,0
"20140016636",1,0
"20140079148",1,0
"3163746",1,0
"20150008405",0,0
"1425260",1,0
"20170134255",1,0
"1774714",1,0
"11743940",0,0
"2294838",0,0
"20190387428",1,0
"122021008228",1,0
"2271917",1,0
"1191713",1,0
"101392793",1,0
"20090262042",0,0
"20080016444",0,0
"7231660",0,0
"1338001",1,0
"60311885",1,0
"20160219438",0,0
"1592408",1,0
"6782299",0,0
"2010044434",0,0
"2014238554",0,0
"2012165805",0,0
"20220027868",0,0
"2483657",0,0
"20200151213",1,0
"3902191",1,0
"2000060483",0,0
"20170195733",0,0
"2009231972",1,0
"2339785",0,0
"H08279781",1,0
"20150011426",1,0
"2827593",0,0
"3843299",0,0
"6363717",0,0
"2005077119",0,0
"2420919",1,0
"10033465",1,0
"20150270995",0,0
"2007124577",1,0
"20120057540",1,0
"365761",1,0
"4046437",1,0
"20010031642",1,0
"9544400",0,0
"101004696",1,0
"3175456",0,0
"101107471",0,0
"9503576",1,0
"3422753",0,0
"110460857",1,0
"2001054417",1,0
"2009522922",1,0
"10904205",1,0
"1804238",1,0
"2724269",1,0
"9392296",1,0
"20150296554",1,0
"103004248",1,0
"5987179",0,0
"20110163818",1,0
"2593378",0,0
"1993015558",1,0
"20080034212",1,0
"1920617",1,0
"20150006882",1,0
"20080147722",1,0
"115048652",0,0
"2612903",1,0
"2445293",0,0
"6453073",1,0
"E443894",1,0
"20180014346",1,0
"2016203214",0,0
"7332939",1,0
"2263232",0,0
"2007500994",0,0
"1659756",1,0
"20170068894",0,0
"20170317929",1,0
"11064459",1,0
"3248380",1,0
"6795706",0,0
"20200287982",1,0
"20040233844",1,0
"10690659",1,0
"20120219053",1,0
"111670553",1,0
"5272700",1,0
"201042634",0,0
"20180315038",0,0
"4327888",0,0
"4953094",1,0
"3309970",1,0
"3975627",1,0
"20130191295",1,0
"20050040073",1,0
"2790385",0,0
"112019020643",1,0
"20080196060",0,0
"101989868",1,0
"10093491",0,0
"3935843",0,0
"11146941",0,0
"9232494",0,0
"2016174312",1,0
"20120281027",1,0
"112567771",0,0
"8286207",1,0
"2797253",1,0
"2740041",0,0
"PA02011031",1,0
"2752043",0,0
"E395760",0,0
"111107520",1,0
"11722160",0,0
"100806459",1,0
"20120165059",0,0
"2012067442",0,0
"3767845",1,0
"2991419",1,0
"2007503749",0,0
"20030017843",1,0
"20210258884",0,0
"2016004733",1,0
"103038818",1,0
"5114277",1,0
"2003096545",1,0
"20160099212",1,0
"20120102783",1,0
"2849487",1,0
"20130121270",0,0
"201611585",1,0
"20010093222",1,0
"2007061786",0,0
"6172991",0,0
"2777215",1,0
"2019001536",1,0
"2868020",0,0
"20030048805",1,0
"2003014992",0,0
"2000188626",1,0
"2003071808",0,0
"102257772",0,0
"101103342",0,0
"2418318",0,0
"4545154",1,0
"480104",0,0
"20140359786",1,0
"108541044",0,0
"7559472",1,0
"2666425",0,0
"20160269440",1,0
"2326879",0,0
"7042353",1,0
"8135734",0,0
"2019027774",1,0
"2389015",1,0
"20110052543",0,0
"2020041196",0,0
"102014831",1,0
"2266870",0,0
"9337943",0,0
"574833",1,0
"7668506",1,0
"323029",1,0
"8327014",1,0
"PI0616022",1,0
"20050120138",0,0
"6751357",1,0
"3644642",1,0
"110324912",1,0
"2581120",1,0
"2018121370",1,0
"5093927",0,0
"104604299",0,0
"2017039141",0,0
"0489880",0,0
"101437299",0,0
"2466842",1,0
"WO2018179537",0,0
"20080107041",1,0
"10826570",1,0
"2011070442",1,0
"10996921",1,0
"10462789",0,0
"3089375",0,0
"20120239792",0,0
"7667546",0,0
"3451697",1,0
"106464689",1,0
"20210146980",0,0
"101624491",1,0
"10543741",1,0
"10412023",1,0
"8265646",0,0
"100683539",1,0
"2004036335",1,0
"111345096",1,0
"10217353",0,0
"H0779252",1,0
"69736697",1,0
"3227559",1,0
"1246987",1,0
"102461004",0,0
"0304554",0,0
"3183673",1,0
"20080007555",1,0
"4890610",0,0
"2375856",1,0
"2000049728",1,0
"1138810",1,0
"20060029260",1,0
"20080107429",0,0
"1952662",0,0
"103918273",1,0
"7596492",0,0
"9853709",1,0
"20070035958",0,0
"2019209316",1,0
"7979549",1,0
"2002068030",0,0
"H1093324",1,0
"2020139842",0,0
"20110150059",1,0
"9537841",0,0
"2448762",1,0
"2008084305",0,0
"247844",1,0
"2356275",1,0
"1873939",0,0
"0717891",1,0
"2394465",0,0
"8351415",1,0
"2014318944",1,0
"1188499",0,0
"1060622",1,0
"20220255603",1,0
"6820381",1,0
"0620695",0,0
"9338187",1,0
"2007146044",1,0
"10785264",1,0
"2020112051",1,0
"20140071802",0,0
"20050213530",0,0
"11375234",1,0
"10440554",0,0
"10164816",1,0
"0976230",1,0
"2014175829",1,0
"9666398",0,0
"602005003941",1,0
"2347586",1,0
"2016112286",0,0
"2016526834",1,0
"20110113150",0,0
"50310545",1,0
"8364190",1,0
"11128671",1,0
"20010054162",0,0
"20050235164",1,0
"9223750",1,0
"0396846",1,0
"2016500992",1,0
"200907844",0,0
"1293028",1,0
"2019536364",0,0
"4213100",1,0
"2016142002",1,0
"2735129",1,0
"2006104519",1,0
"11653241",1,0
"2156636",1,0
"3197074",0,0
"20150358877",0,0
"10554770",1,0
"5481672",1,0
"109145601",1,0
"201642645",0,0
"20150095035",0,0
"107251090",0,0
